Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_740,"English, Geography","Urdu, Geography, Environmental Studies","Environmental Studies, Geography, Urdu","Urdu, Geography, Environmental Studies","Environmental Studies, Geography, Urdu","Sports, Math","Environmental Studies, Geography, Math, Sports, Urdu","Geometry, Computer","Computer, Environmental Studies, Geography, Geometry, Math, Sports, Urdu","English, Science","Computer, English, Environmental Studies, Geography, Geometry, Math, Science, Sports, Urdu"
stud_741,"History, Computer","Marathi, Science","Computer, History, Marathi, Science","Marathi, Science","Marathi, Science","Hindi, History","Hindi, History, Marathi, Science","Marathi, Defence","Defence, Marathi","History, Drawing","Defence, Drawing, History, Marathi"
stud_742,"Geography, Sports","Science, Sports","Science, Sports","Science, Sports","Science, Sports","Urdu, Sports","Sports, Urdu","Sports, Defence","Defence, Sports","History, Geography, Computer, Defence","Computer, Defence, Geography, History"
stud_743,"Marathi, History","Science, Math","History, Marathi, Math, Science","Science, Math","Math, Science","Urdu, Science","Science, Urdu","English, Algebra, Computer","Algebra, Computer, English, Science, Urdu","Sports, Algebra","Algebra, Sports"
stud_744,"Sports, Math","Marathi, Science","Marathi, Math, Science, Sports","Marathi, Science","Marathi, Science","Science, Drawing, Math","Drawing, Math, Science","English, Defence","Defence, Drawing, English, Math, Science","Urdu, Drawing","Drawing, Urdu"
stud_745,"Marathi, Geography","Urdu, Science","Geography, Marathi, Science, Urdu","Urdu, Science","Science, Urdu","Urdu, History","History, Urdu","Geography, Drawing","Drawing, Geography, History, Urdu","Sports, Sanskrit","Drawing, Geography, History, Sanskrit, Sports, Urdu"
stud_746,"History, Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","English, Math","Drawing, English, Environmental Studies, Math","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Drawing","Drawing, Geography"
stud_747,"Marathi, History, Geography","Urdu, Science","Geography, History, Marathi, Science, Urdu","Urdu, Science","Science, Urdu","Marathi, Environmental Studies","Environmental Studies, Marathi, Science, Urdu","Hindi, History","Environmental Studies, Hindi, History, Marathi, Science, Urdu","Hindi, Sanskrit","Hindi, Sanskrit"
stud_748,"Drawing, Sports","Marathi, Environmental Studies","Drawing, Environmental Studies, Marathi, Sports","Marathi, Environmental Studies","Environmental Studies, Marathi","Sports, Computer","Computer, Environmental Studies, Marathi, Sports","Marathi, Urdu","Marathi, Urdu","Geography, Defence","Defence, Geography, Marathi, Urdu"
stud_749,"Marathi, History","Urdu, Sports","History, Marathi, Sports, Urdu","Urdu, Sports","Sports, Urdu","Hindi, Sports","Hindi, Sports","Urdu, Environmental Studies","Environmental Studies, Hindi, Sports, Urdu","Marathi, History","Environmental Studies, Hindi, History, Marathi, Sports, Urdu"
stud_750,"Marathi, English","Marathi, Geography","Geography, Marathi","Marathi, Geography","Geography, Marathi","Drawing, Math","Drawing, Geography, Marathi, Math","English, Science","Drawing, English, Geography, Marathi, Math, Science","Hindi, Algebra","Algebra, Drawing, English, Geography, Hindi, Marathi, Math, Science"
stud_751,"English, Geography","English, Sports","English, Sports","English, Sports","English, Sports","Science, Geography","English, Geography, Science, Sports","Hindi, Geography","Geography, Hindi","Sports, Algebra","Algebra, Geography, Hindi, Sports"
stud_752,"Geography, Math","Hindi, Science, Drawing, Sports","Drawing, Geography, Hindi, Math, Science, Sports","Hindi, Science, Drawing, Sports","Drawing, Hindi, Science, Sports","Marathi, Urdu, English","Drawing, English, Hindi, Marathi, Science, Sports, Urdu","Marathi, Geometry","Geometry, Marathi","Urdu, History","Geometry, History, Marathi, Urdu"
stud_753,"Science, Environmental Studies","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","English, Computer","Computer, English","Marathi, Geometry","Computer, English, Geometry, Marathi","History, Computer","Computer, History"
stud_754,"Geography, Math","Math, Computer","Computer, Math","Math, Computer","Computer, Math","English, Drawing, Environmental Studies","Computer, Drawing, English, Environmental Studies, Math","English, Geography","English, Geography","Marathi, Algebra","Algebra, English, Geography, Marathi"
stud_755,"Environmental Studies, Computer","Hindi, History","Computer, Environmental Studies, Hindi, History","Hindi, History","Hindi, History","English, Drawing, Environmental Studies","Drawing, English, Environmental Studies, Hindi, History","Hindi, Geography, Drawing","Drawing, Geography, Hindi","Drawing, Sports","Drawing, Sports"
stud_756,"Marathi, History","Geography, Drawing","Drawing, Geography, History, Marathi","Geography, Drawing","Drawing, Geography","Sports, Math","Drawing, Geography, Math, Sports","English, History, Computer","Computer, Drawing, English, Geography, History, Math, Sports","Geography, Drawing","Drawing, Geography"
stud_757,"Marathi, English","Science, Sports, Computer","Computer, English, Marathi, Science, Sports","Science, Sports, Computer","Computer, Science, Sports","Marathi, Sports","Marathi, Sports","Hindi, Geography","Geography, Hindi, Marathi, Sports","Algebra, Computer, Sanskrit","Algebra, Computer, Geography, Hindi, Marathi, Sanskrit, Sports"
stud_758,"Urdu, Science","English, Math","English, Math, Science, Urdu","English, Math","English, Math","Urdu, Sports","English, Math, Sports, Urdu","Marathi, Science, Defence","Defence, English, Marathi, Math, Science, Sports, Urdu","Hindi, History","Defence, English, Hindi, History, Marathi, Math, Science, Sports, Urdu"
stud_759,"History, Geography","English, Science","English, Geography, History, Science","English, Science","English, Science","Urdu, History","English, History, Science, Urdu","Science, Drawing","Drawing, Science","Urdu, English, Sports, Sanskrit","Drawing, English, Sanskrit, Science, Sports, Urdu"
stud_760,"Science, Computer","Sports, Environmental Studies","Computer, Environmental Studies, Science, Sports","Sports, Environmental Studies","Environmental Studies, Sports","English, Sports","English, Sports","Urdu, Environmental Studies","English, Environmental Studies, Sports, Urdu","Urdu, Hindi, Defence","Defence, Hindi, Urdu"
stud_761,"Hindi, Drawing, Environmental Studies","Science, Math","Drawing, Environmental Studies, Hindi, Math, Science","Science, Math","Math, Science","Urdu, Science","Science, Urdu","Urdu, Computer","Computer, Urdu","Marathi, Hindi, Computer","Computer, Hindi, Marathi"
stud_762,"Urdu, History","Marathi, Math","History, Marathi, Math, Urdu","Marathi, Math","Marathi, Math","Marathi, History","History, Marathi","Algebra, Geometry","Algebra, Geometry, History, Marathi","Hindi, English","Algebra, English, Geometry, Hindi, History, Marathi"
stud_763,"Urdu, Environmental Studies","Environmental Studies, Computer","Computer, Environmental Studies","Environmental Studies, Computer","Computer, Environmental Studies","Marathi, Sports, Math","Computer, Environmental Studies, Marathi, Math, Sports","English, Science","Computer, English, Environmental Studies, Marathi, Math, Science, Sports","Environmental Studies, Geometry","Environmental Studies, Geometry"
stud_764,"History, Computer","English, Computer","Computer, English","English, Computer","Computer, English","Marathi, Environmental Studies","Computer, English, Environmental Studies, Marathi","Geometry, Computer","Computer, Geometry","Marathi, Drawing","Computer, Drawing, Geometry, Marathi"
stud_765,"Hindi, Science, Computer","History, Sports","Computer, Hindi, History, Science, Sports","History, Sports","History, Sports","Marathi, Environmental Studies","Environmental Studies, History, Marathi, Sports","Drawing, Environmental Studies","Drawing, Environmental Studies","Marathi, English, Geography","Drawing, English, Environmental Studies, Geography, Marathi"
stud_766,"Science, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Urdu, Hindi","Environmental Studies, Geography, Hindi, Urdu","Marathi, Hindi, Algebra","Algebra, Hindi, Marathi","English, Sanskrit","Algebra, English, Hindi, Marathi, Sanskrit"
stud_767,"Science, Environmental Studies","Hindi, Computer","Computer, Environmental Studies, Hindi, Science","Hindi, Computer","Computer, Hindi","History, Drawing","Computer, Drawing, Hindi, History","Hindi, Environmental Studies","Environmental Studies, Hindi","Sports, Sanskrit","Environmental Studies, Hindi, Sanskrit, Sports"
stud_768,"Urdu, Geography","Marathi, Urdu, Drawing, Environmental Studies","Drawing, Environmental Studies, Marathi, Urdu","Marathi, Urdu, Drawing, Environmental Studies","Drawing, Environmental Studies, Marathi, Urdu","Science, Environmental Studies","Environmental Studies, Science","Urdu, History, Geometry","Environmental Studies, Geometry, History, Science, Urdu","Science, Defence","Defence, Science"
stud_769,"Hindi, Math, Computer","Drawing, Computer","Computer, Drawing","Drawing, Computer","Computer, Drawing","Science, Drawing","Drawing, Science","Science, Environmental Studies","Environmental Studies, Science","English, History, Sanskrit","English, Environmental Studies, History, Sanskrit, Science"
stud_770,"Geography, Computer","Marathi, English","Computer, English, Geography, Marathi","Marathi, English","English, Marathi","History, Sports","English, History, Marathi, Sports","English, History","English, History","Marathi, Computer","Computer, English, History, Marathi"
stud_771,"Math, Computer","Marathi, Urdu","Computer, Marathi, Math, Urdu","Marathi, Urdu","Marathi, Urdu","Hindi, Geography","Geography, Hindi, Marathi, Urdu","Marathi, Drawing","Drawing, Marathi","Geography, Algebra","Algebra, Drawing, Geography, Marathi"
stud_772,"Marathi, Drawing","Drawing, Computer","Computer, Drawing","Drawing, Computer","Computer, Drawing","English, Math","Computer, Drawing, English, Math","History, Geography","Computer, Drawing, English, Geography, History, Math","History, Geography, Geometry","Geography, Geometry, History"
stud_773,"Marathi, Urdu","Drawing, Math","Drawing, Marathi, Math, Urdu","Drawing, Math","Drawing, Math","Hindi, Math, Computer","Computer, Hindi, Math","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","Algebra, Sanskrit","Algebra, Computer, Environmental Studies, Hindi, Sanskrit"
stud_774,"Urdu, Drawing","Marathi, Science, Geography, Sports","Drawing, Geography, Marathi, Science, Sports, Urdu","Marathi, Science, Geography, Sports","Geography, Marathi, Science, Sports","English, Math","English, Geography, Marathi, Math, Science, Sports","Geography, Algebra","Algebra, Geography","Geography, Defence","Defence, Geography"
stud_775,"Science, Computer","English, Science, Geography","English, Geography, Science","English, Science, Geography","English, Geography, Science","English, Environmental Studies","English, Environmental Studies","Science, Geography","English, Environmental Studies, Geography, Science","Environmental Studies, Computer","Computer, Environmental Studies"
stud_776,"Hindi, Environmental Studies","Hindi, Drawing","Drawing, Hindi","Hindi, Drawing","Drawing, Hindi","Marathi, Math","Drawing, Hindi, Marathi, Math","Environmental Studies, Defence","Defence, Drawing, Environmental Studies, Hindi, Marathi, Math","Urdu, Computer","Computer, Defence, Drawing, Environmental Studies, Hindi, Marathi, Math, Urdu"
stud_777,"Geography, Sports","English, Drawing","Drawing, English, Geography, Sports","English, Drawing","Drawing, English","English, Drawing","Drawing, English","Urdu, Defence","Defence, Drawing, English, Urdu","Marathi, Hindi","Defence, Drawing, English, Hindi, Marathi, Urdu"
stud_778,"Geography, Drawing","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Geometry, Computer","Computer, Environmental Studies, Geography, Geometry","History, Geography","Geography, History"
stud_779,"Urdu, Drawing, Computer","Hindi, Computer","Computer, Hindi","Hindi, Computer","Computer, Hindi","Marathi, History","Computer, Hindi, History, Marathi","Hindi, Algebra, Defence","Algebra, Defence, Hindi","Drawing, Sanskrit","Algebra, Defence, Drawing, Hindi, Sanskrit"
stud_780,"History, Math","Marathi, English","English, History, Marathi, Math","Marathi, English","English, Marathi","Science, Math","English, Marathi, Math, Science","Hindi, English, Defence","Defence, English, Hindi","Urdu, Sports","Defence, English, Hindi, Sports, Urdu"
