Unique_ID,Marathi_Overall_Growth,Urdu_Overall_Growth,Hindi_Overall_Growth,English_Overall_Growth,History_Overall_Growth,Science_Overall_Growth,Geography_Overall_Growth,Drawing_Overall_Growth,Sports_Overall_Growth,Environmental Studies_Overall_Growth,Math_Overall_Growth,Computer_Overall_Growth,Algebra_Overall_Growth,Geometry_Overall_Growth,Defence_Overall_Growth
stud_2070,9.2,-13.6,10.6,-6.2,-4.8,-9.8,7.2,-6.2,-0.2,6.6,-9.333333333333334,7.0,-7.0,85.0,-9.0
stud_2071,12.4,-1.2,-10.6,-15.4,-6.0,-2.2,-13.4,-6.0,-5.6,0.2,21.666666666666668,-10.4,5.0,64.0,-5.0
stud_2072,-5.4,-13.8,-0.2,-12.8,13.4,-3.4,3.4,-5.4,-4.2,-3.2,-15.666666666666666,-3.0,53.0,18.0,36.0
stud_2073,9.2,-1.6,-9.0,13.6,-10.2,-6.6,0.2,13.6,0.8,-1.8,-17.0,2.4,-10.0,-46.0,42.0
stud_2074,-13.2,-6.2,-13.2,-6.0,9.0,-10.0,13.0,-0.2,1.0,-8.8,-14.666666666666666,4.0,-91.0,69.0,1.0
stud_2075,3.0,9.6,-0.8,-6.0,-5.0,-15.0,10.2,-3.8,0.2,12.8,11.666666666666666,2.0,-3.0,-20.0,-11.0
stud_2076,-12.0,0.6,4.8,2.2,-4.4,-6.8,6.0,5.0,-3.2,1.2,17.0,-6.8,-4.0,-57.0,43.0
stud_2077,-4.6,1.0,0.0,7.4,-2.0,-11.2,-12.2,3.2,11.8,5.6,23.666666666666668,-10.8,-14.0,15.0,-12.0
stud_2078,9.6,11.8,11.2,4.4,-5.2,7.4,-10.4,3.2,16.2,-16.2,-9.666666666666666,-2.0,36.0,-17.0,-25.0
stud_2079,-15.4,3.0,-3.2,2.4,-5.4,-4.6,-5.4,8.4,0.4,-10.4,11.333333333333334,-7.4,-15.0,66.0,-38.0
stud_2080,11.0,6.0,-14.2,-8.4,-6.4,0.0,10.8,-14.2,-1.0,19.0,-19.0,5.8,65.0,-8.0,3.0
stud_2081,3.0,5.0,-12.0,-1.0,6.6,-3.6,17.4,-6.6,9.2,-2.8,14.333333333333334,-8.6,18.0,49.0,-23.0
stud_2082,-10.2,6.2,4.4,-1.0,-3.8,-14.2,14.0,17.2,-0.4,1.4,-1.0,13.4,-47.0,-70.0,-63.0
stud_2083,2.2,-4.2,-9.0,2.2,3.2,1.2,-2.8,10.6,-3.6,1.8,9.666666666666666,0.4,-22.0,66.0,-27.0
stud_2084,2.6,-5.4,6.8,-1.4,-14.4,2.4,14.8,18.8,3.2,8.2,1.6666666666666667,13.4,32.0,51.0,-6.0
stud_2085,-8.8,10.6,-2.4,-3.6,-3.6,-17.4,-4.4,8.8,-9.8,4.0,28.666666666666668,-4.2,-35.0,-9.0,63.0
stud_2086,-3.6,7.0,14.6,-17.6,-6.6,7.0,-7.2,-7.4,-12.2,0.2,7.0,11.0,-4.0,-6.0,-6.0
stud_2087,-5.2,14.6,4.6,-3.4,4.2,5.0,-2.6,16.6,0.4,-4.0,-0.3333333333333333,6.6,13.0,5.0,-26.0
stud_2088,11.0,-5.6,-1.8,-1.8,0.0,-18.0,-2.2,-3.4,-3.0,-0.2,-17.333333333333332,-11.8,12.0,53.0,33.0
stud_2089,-9.0,11.4,15.6,1.8,12.2,10.0,0.6,-9.0,6.4,5.4,13.333333333333334,-8.8,-72.0,25.0,56.0
stud_2090,-2.4,2.2,-9.6,15.4,9.2,10.6,-4.6,-7.0,-3.4,-2.6,25.666666666666668,-2.4,8.0,12.0,56.0
stud_2091,-4.4,15.8,17.2,9.8,-7.0,5.0,2.0,-0.4,-1.2,-0.4,-7.666666666666667,0.2,24.0,7.0,52.0
stud_2092,1.6,16.8,7.8,-10.4,-0.8,17.0,-2.8,7.0,-2.4,5.2,19.333333333333332,-5.4,-5.0,-57.0,23.0
stud_2093,1.2,-2.4,-7.2,1.6,1.0,-11.2,8.0,-7.8,6.6,2.0,-2.6666666666666665,-7.6,15.0,17.0,-19.0
stud_2094,-5.2,7.0,7.6,5.8,-5.4,10.4,-12.6,4.6,1.0,-12.2,3.3333333333333335,10.2,-81.0,-25.0,30.0
stud_2095,0.4,-2.2,-1.0,-13.8,10.0,15.0,-10.0,-19.2,5.4,-4.8,1.3333333333333333,3.8,70.0,44.0,45.0
stud_2096,14.8,-13.4,5.2,12.2,0.2,-1.0,0.6,-1.8,0.6,-4.2,-4.666666666666667,1.6,17.0,34.0,52.0
stud_2097,12.0,1.4,-0.4,2.8,10.2,7.6,-6.6,2.8,5.8,9.4,-11.333333333333334,11.0,-84.0,-47.0,-69.0
stud_2098,11.4,-8.0,7.4,-5.8,-1.4,5.8,-4.8,-3.2,6.4,-8.2,-11.0,-10.2,-8.0,2.0,-1.0
stud_2099,12.8,-13.6,2.6,-15.2,-5.6,3.4,-1.6,-2.0,-5.8,4.4,-25.666666666666668,-7.2,10.0,-18.0,-46.0
stud_2100,-9.0,-7.4,-1.2,2.8,2.0,7.8,2.4,-16.0,-14.0,-3.8,-6.0,3.0,21.0,4.0,-17.0
stud_2101,-2.8,6.8,-1.4,6.2,13.4,6.0,5.0,-3.6,6.2,12.4,8.0,-12.0,-49.0,-16.0,-31.0
stud_2102,-0.8,-7.2,4.0,13.8,-5.8,3.0,12.8,-14.4,12.2,0.4,22.333333333333332,-10.4,-41.0,17.0,-48.0
stud_2103,-1.4,11.4,-1.4,16.2,4.2,9.6,-3.6,-6.6,-18.6,-7.8,-3.3333333333333335,14.4,31.0,-45.0,-36.0
stud_2104,19.4,-6.2,-16.2,9.0,3.6,-2.8,-2.6,4.0,2.2,-6.0,-1.6666666666666667,-9.8,-51.0,-5.0,54.0
stud_2105,12.6,-0.2,3.6,-1.8,-0.4,-12.2,-9.2,-3.6,-7.4,-2.6,10.666666666666666,10.0,-45.0,-9.0,11.0
stud_2106,6.0,0.6,-3.2,1.4,6.0,-14.4,1.8,-4.6,-6.0,1.6,-1.3333333333333333,1.2,-45.0,-18.0,23.0
stud_2107,0.2,-2.0,17.4,0.0,0.6,15.8,-6.6,-3.8,6.0,11.6,18.333333333333332,-8.4,13.0,93.0,-4.0
stud_2108,-5.2,-3.6,0.6,9.6,-1.8,16.2,-5.8,10.4,11.0,9.6,15.0,-3.4,42.0,45.0,69.0
stud_2109,-17.0,-2.4,-5.0,-6.2,-2.8,-1.6,-5.8,-13.6,11.6,-1.6,12.333333333333334,-10.0,-36.0,37.0,8.0
stud_2110,-0.6,-11.0,-4.8,16.4,5.0,7.0,6.4,4.2,-7.0,10.0,23.333333333333332,4.6,61.0,33.0,36.0
stud_2111,8.4,-1.0,-3.4,-2.2,4.8,7.4,5.8,6.6,0.8,-3.6,-3.0,6.2,60.0,12.0,49.0
stud_2112,5.6,6.0,1.4,18.0,-2.8,-14.2,2.8,12.6,11.6,6.6,-11.666666666666666,2.4,-81.0,-37.0,-3.0
stud_2113,-16.6,10.8,-6.0,-6.2,-3.6,-7.0,6.4,-1.0,-5.6,-0.2,-17.666666666666668,6.4,40.0,57.0,-8.0
stud_2114,-4.6,15.0,-16.6,-9.2,-3.2,1.0,-4.8,-2.8,12.8,1.2,-1.3333333333333333,-3.0,-30.0,1.0,-6.0
stud_2115,1.4,7.2,10.4,2.8,-7.6,-4.8,8.6,15.2,-1.0,3.2,-26.0,10.4,19.0,4.0,51.0
stud_2116,1.2,-2.2,0.4,-5.0,2.0,-8.0,3.6,-0.2,-2.4,1.6,-5.333333333333333,-1.0,71.0,15.0,-16.0
stud_2117,-10.4,16.2,-1.8,10.0,-6.2,-12.8,-2.0,-5.6,8.0,6.2,2.3333333333333335,-5.6,-95.0,85.0,16.0
stud_2118,-7.4,-6.0,9.4,1.0,-1.6,0.0,-13.2,-5.6,8.6,-5.2,-12.666666666666666,6.2,-4.0,-1.0,2.0
stud_2119,7.6,13.0,-9.6,-8.6,2.0,0.6,9.4,10.6,-11.8,-5.8,-3.6666666666666665,-4.4,0.0,-54.0,7.0
stud_2120,3.6,-2.6,12.4,-7.0,-4.6,-9.0,10.4,-9.0,-1.6,13.0,29.0,7.2,81.0,-42.0,18.0
stud_2121,-3.0,0.8,-12.6,-1.4,0.6,-0.2,5.0,11.6,12.6,0.4,-14.333333333333334,1.8,3.0,70.0,-71.0
stud_2122,7.4,-17.0,2.2,-9.8,12.4,-1.8,-10.0,8.6,14.6,-7.2,-13.0,6.8,-6.0,-19.0,-91.0
stud_2123,7.8,-8.8,-3.0,-1.6,0.4,-3.6,-10.4,0.6,0.2,-4.2,9.0,0.2,94.0,-18.0,41.0
stud_2124,10.2,1.0,4.4,-13.8,-0.2,-1.0,-3.8,4.4,-11.2,-2.6,12.333333333333334,11.0,20.0,-16.0,15.0
stud_2125,-13.2,-2.4,4.4,13.8,-12.6,-8.8,-5.0,-7.6,-12.6,12.0,-22.333333333333332,-6.0,42.0,-48.0,-43.0
stud_2126,-10.0,-14.0,-3.6,-2.4,14.6,-4.4,-15.8,8.0,4.8,-7.4,3.3333333333333335,-15.8,25.0,47.0,0.0
stud_2127,-1.4,-2.8,2.6,14.2,-0.6,8.0,-11.8,-0.8,-4.2,-11.2,2.3333333333333335,-10.8,-14.0,37.0,-55.0
stud_2128,-7.2,-4.4,0.8,4.8,-9.6,-4.0,-1.4,14.4,7.2,6.6,-5.0,14.0,-65.0,-33.0,-59.0
stud_2129,4.2,2.0,3.6,-7.0,4.8,-1.0,13.0,3.6,-5.4,2.0,-20.0,-12.0,8.0,42.0,-7.0
stud_2130,-10.4,0.8,-5.0,-17.4,-8.2,-12.0,-3.8,1.2,7.0,-11.2,5.333333333333333,4.8,71.0,-58.0,23.0
stud_2131,-14.2,-2.2,8.8,-15.2,4.4,0.0,11.2,10.8,9.6,-13.4,2.3333333333333335,-9.4,-38.0,42.0,-6.0
stud_2132,8.4,11.4,-4.6,-8.8,-1.2,11.0,-1.2,-12.0,-15.2,1.2,16.666666666666668,-3.0,17.0,46.0,46.0
stud_2133,-16.4,5.6,7.2,-9.0,0.4,-8.6,2.4,1.2,5.8,15.0,0.0,10.8,69.0,-34.0,-15.0
stud_2134,-13.2,-2.2,1.2,-4.8,-8.6,1.0,-12.6,11.8,-3.4,9.6,10.666666666666666,8.4,26.0,31.0,74.0
stud_2135,-10.0,6.4,-10.2,-5.6,-10.8,-5.4,-10.4,15.8,-3.2,10.0,-23.333333333333332,-9.4,-29.0,-26.0,14.0
stud_2136,-6.0,13.0,-6.2,-16.4,14.6,-3.6,-14.4,-8.4,-5.8,8.4,16.333333333333332,7.4,56.0,37.0,-16.0
stud_2137,-5.4,-3.2,12.8,2.2,-10.2,7.0,9.0,-11.4,-1.8,5.4,-12.0,-4.4,-30.0,-2.0,-1.0
stud_2138,-7.6,1.6,-1.6,0.4,-3.8,-3.8,-10.4,-8.2,5.8,1.8,6.666666666666667,11.2,71.0,23.0,-37.0
stud_2139,-11.0,0.2,10.6,9.2,-6.6,0.2,-1.6,11.4,7.8,-4.8,26.333333333333332,0.6,1.0,-19.0,-31.0
stud_2140,5.2,-5.0,-0.6,-4.4,7.2,-11.8,-1.8,5.0,-17.0,-2.8,-19.0,-8.4,19.0,-13.0,-52.0
stud_2141,-3.8,4.2,-12.2,6.4,-0.8,1.0,5.4,9.8,9.4,-7.6,-21.0,0.6,31.0,95.0,-60.0
stud_2142,-13.2,3.2,-2.2,-14.2,1.2,-14.6,15.2,6.6,3.4,-7.4,16.666666666666668,-4.4,86.0,-9.0,-30.0
stud_2143,4.6,2.4,2.6,-13.6,5.6,2.4,11.4,12.2,3.0,-0.2,3.0,-12.2,-63.0,-64.0,-38.0
stud_2144,-3.4,10.8,10.4,3.4,1.6,1.8,4.6,2.0,-2.4,-8.0,-13.0,8.8,36.0,15.0,2.0
stud_2145,1.0,8.8,-5.0,12.4,2.8,8.2,-2.2,8.2,11.6,-3.0,3.0,12.0,-11.0,-21.0,12.0
stud_2146,8.4,-1.4,-7.4,-9.0,-1.2,-4.6,-2.8,-6.0,-1.2,-9.0,6.666666666666667,11.0,-10.0,-22.0,8.0
stud_2147,4.4,4.8,-7.6,7.6,4.4,-7.0,5.2,-7.8,7.0,3.4,-26.0,19.2,-57.0,-19.0,-32.0
stud_2148,-2.0,-6.4,-14.4,1.2,-6.4,12.0,3.2,4.4,-7.8,-6.8,0.3333333333333333,-11.4,49.0,24.0,-32.0
stud_2149,-4.4,-5.8,-1.4,7.0,-5.6,1.6,6.6,-4.6,-11.0,-11.0,26.666666666666668,-4.8,8.0,-19.0,-63.0
stud_2150,-2.8,3.4,-14.4,-8.8,-9.0,13.2,5.2,-3.8,-5.8,-2.8,-20.0,-9.6,-76.0,4.0,2.0
stud_2151,10.8,5.8,17.2,-9.0,-9.2,-3.2,4.0,-10.2,6.8,-6.6,-0.6666666666666666,2.0,-7.0,-43.0,31.0
stud_2152,10.6,11.2,0.8,2.6,1.6,14.4,-3.2,-7.0,8.8,-5.6,-24.0,-6.6,-56.0,33.0,24.0
stud_2153,1.6,8.6,-9.0,3.6,5.6,6.6,-17.4,12.6,10.4,0.4,-20.0,11.6,-55.0,72.0,8.0
stud_2154,5.6,-2.2,-2.4,12.0,-13.8,-11.2,-7.6,4.0,12.0,6.8,16.0,-11.4,-33.0,-54.0,76.0
stud_2155,-7.0,8.4,3.4,-11.8,0.6,-10.0,-4.0,-4.8,6.8,11.2,-20.666666666666668,5.8,3.0,1.0,-66.0
stud_2156,-4.0,-2.0,-0.8,-2.0,7.0,8.8,4.4,-7.2,12.6,-4.6,-8.333333333333334,-2.2,-90.0,-18.0,-8.0
stud_2157,-4.2,2.2,-1.2,9.6,-1.4,4.0,3.6,11.8,-6.2,-2.4,18.0,-8.4,-14.0,-49.0,-29.0
stud_2158,10.4,-1.6,-5.2,-2.0,16.6,-19.0,2.8,16.0,0.6,-11.0,-6.666666666666667,-0.8,33.0,-10.0,4.0
stud_2159,-16.4,3.0,-10.6,-13.6,2.4,-11.4,-0.8,15.2,12.8,8.4,1.6666666666666667,5.8,56.0,26.0,32.0
stud_2160,-9.2,11.8,-3.4,4.0,-5.6,8.4,13.2,3.2,-17.8,-0.2,-12.0,13.4,-20.0,-13.0,-15.0
stud_2161,-0.6,9.8,2.0,8.6,-7.0,7.2,8.8,0.6,1.4,2.2,-28.333333333333332,13.0,24.0,-31.0,-48.0
stud_2162,-10.2,5.8,11.6,3.0,-8.0,-12.6,1.4,12.8,1.2,-15.4,-10.333333333333334,-8.6,-86.0,-27.0,-32.0
stud_2163,13.4,12.4,-2.0,-13.0,-0.4,-1.6,11.4,-1.0,2.8,-3.6,5.666666666666667,-2.6,-59.0,13.0,81.0
stud_2164,-4.4,-1.0,9.8,-2.0,18.2,8.0,-3.8,5.2,5.2,5.8,5.666666666666667,4.4,-11.0,7.0,5.0
stud_2165,-0.6,-7.8,-1.6,-7.8,1.8,-8.6,10.2,-3.6,5.8,-2.6,29.666666666666668,-3.0,24.0,52.0,42.0
stud_2166,13.0,-10.8,17.6,8.2,3.0,9.4,17.0,-1.4,-6.0,9.4,29.666666666666668,-5.2,-77.0,2.0,22.0
stud_2167,-0.4,2.0,-15.0,-7.4,-0.6,-11.2,-11.8,-15.6,-12.6,10.6,-3.0,16.8,21.0,-63.0,4.0
stud_2168,5.6,-8.8,-5.6,-4.0,-9.2,1.0,-4.8,5.4,-1.6,-15.2,0.6666666666666666,-6.6,80.0,-20.0,-16.0
stud_2169,8.0,4.8,-2.8,13.4,-1.6,-6.8,-13.2,-9.2,4.6,16.8,-9.0,-6.6,-65.0,-38.0,66.0
stud_2170,5.0,11.6,-14.8,-0.8,2.2,11.4,0.2,2.4,7.2,-9.8,1.6666666666666667,-4.6,41.0,31.0,-23.0
stud_2171,8.8,2.0,10.6,6.4,0.4,4.2,-6.0,16.2,-10.8,-5.6,17.333333333333332,0.8,13.0,-46.0,-35.0
stud_2172,10.4,1.6,15.6,-1.4,-3.4,2.8,9.8,-4.6,-8.2,-4.2,-9.333333333333334,-3.0,23.0,-18.0,81.0
stud_2173,-2.2,11.6,-4.0,15.2,-2.0,-10.0,10.0,8.2,2.8,14.8,-9.666666666666666,7.8,40.0,-39.0,24.0
stud_2174,5.8,6.0,1.6,-1.2,-2.8,-12.6,-1.6,4.0,-14.6,-12.2,-7.333333333333333,5.8,-24.0,-26.0,35.0
stud_2175,0.0,0.4,7.4,5.8,7.8,-3.6,9.8,-1.2,6.0,1.2,3.3333333333333335,5.4,-19.0,21.0,24.0
stud_2176,-1.8,16.0,-5.8,-1.2,9.8,-13.2,-3.2,2.4,-10.4,7.8,-4.333333333333333,12.2,-8.0,-9.0,-53.0
stud_2177,-4.4,-4.8,9.6,2.0,-0.6,-0.4,4.6,8.8,10.2,1.2,13.333333333333334,0.2,34.0,-10.0,-28.0
stud_2178,-9.2,7.6,-3.4,-12.2,-1.0,9.8,-5.4,-2.6,-4.4,-10.8,18.333333333333332,0.6,-60.0,-5.0,26.0
stud_2179,11.2,6.8,1.4,0.4,8.0,-15.6,-0.6,-5.8,3.0,-1.8,-18.0,4.6,-56.0,12.0,-39.0
stud_2180,-16.0,13.4,4.6,-14.0,3.2,-3.4,2.6,-13.0,9.6,-4.0,-1.6666666666666667,-11.2,-2.0,14.0,-31.0
stud_2181,13.2,-10.4,-13.2,-9.6,6.2,13.8,-1.2,3.2,-6.0,-4.6,-7.666666666666667,2.4,-48.0,3.0,27.0
stud_2182,-2.4,-0.4,-0.8,8.0,9.8,-2.2,-14.6,-1.6,-3.8,-1.2,16.0,-1.0,-14.0,-2.0,-1.0
stud_2183,-10.8,-3.8,7.8,4.0,-7.6,9.0,-12.2,1.6,-7.2,1.4,-4.0,-14.6,24.0,24.0,-60.0
stud_2184,-4.0,-11.8,-8.0,-13.4,1.8,-15.4,16.6,10.8,9.8,11.8,11.333333333333334,10.8,-33.0,-28.0,-28.0
stud_2185,7.4,3.0,7.0,-11.2,-2.8,6.4,13.8,-1.4,15.8,5.4,-18.333333333333332,7.2,1.0,63.0,4.0
stud_2186,-4.4,6.2,9.2,-5.4,-15.2,17.0,1.2,-2.0,-8.8,0.4,-27.333333333333332,-11.2,67.0,-67.0,-24.0
stud_2187,3.8,15.2,-1.0,-5.6,-9.8,-2.0,6.8,7.6,0.2,-3.2,23.0,-11.4,-22.0,55.0,-5.0
stud_2188,3.4,8.6,5.0,-4.4,-4.8,-10.2,14.0,-8.0,10.0,-7.8,-16.333333333333332,-2.0,18.0,-5.0,38.0
stud_2189,-3.8,-3.8,-5.8,-8.4,-2.6,11.0,-5.6,8.4,3.4,6.6,-11.0,6.0,7.0,51.0,0.0
stud_2190,-7.4,12.4,-4.4,0.2,7.4,-6.6,-8.6,-6.2,-1.6,0.4,13.666666666666666,7.0,-7.0,-26.0,-32.0
stud_2191,9.2,11.6,12.0,8.8,9.0,14.8,-9.2,-5.0,-5.2,3.2,22.333333333333332,4.2,-1.0,-17.0,-16.0
stud_2192,6.8,1.4,-3.8,13.6,5.4,-3.8,-6.0,0.6,6.0,-16.4,13.0,5.6,31.0,16.0,-21.0
stud_2193,1.2,6.8,17.0,14.8,0.2,-11.0,19.0,-10.4,-0.6,3.2,-25.0,10.4,13.0,7.0,2.0
stud_2194,9.8,-3.8,-13.6,-17.6,16.4,-3.4,10.4,-1.2,-1.0,-2.2,-6.0,8.2,-31.0,19.0,-24.0
stud_2195,3.2,-4.6,-9.8,-8.4,-2.8,4.6,1.4,9.8,-11.0,8.2,0.0,5.6,2.0,-2.0,-63.0
stud_2196,10.4,3.0,-4.6,5.0,5.8,11.6,-6.0,2.2,16.4,-2.6,3.0,4.6,-23.0,43.0,-21.0
stud_2197,-1.0,-3.0,-11.0,9.8,11.0,17.4,-12.8,4.8,-1.6,-1.0,2.0,2.4,12.0,-2.0,67.0
stud_2198,6.4,-1.0,10.0,9.8,-6.0,0.2,8.2,2.2,-5.2,4.4,4.0,8.4,-8.0,88.0,0.0
stud_2199,8.4,11.4,-0.8,-11.0,-1.8,-5.0,-10.2,-0.6,12.4,-12.6,0.0,10.8,-64.0,-92.0,15.0
stud_2200,-10.6,11.8,2.4,0.4,7.8,-2.8,-5.2,0.2,6.8,0.0,3.0,14.6,21.0,-19.0,-27.0
stud_2201,10.0,-4.4,-17.4,13.4,5.4,-10.0,4.0,12.6,-11.4,-12.4,-0.6666666666666666,-1.0,4.0,1.0,36.0
stud_2202,-7.4,-3.0,6.4,-4.2,7.6,-11.8,3.8,1.8,-7.2,6.2,3.3333333333333335,-4.6,57.0,1.0,2.0
stud_2203,-6.6,1.2,-8.2,-7.0,-11.0,0.6,3.2,-4.0,-2.2,-12.2,-21.0,14.6,58.0,6.0,32.0
stud_2204,7.2,-1.6,7.8,0.4,2.6,4.8,4.2,3.8,-3.2,4.8,16.0,0.6,30.0,-57.0,-58.0
stud_2205,2.6,-9.6,-7.4,13.0,1.6,4.4,8.8,-5.0,0.2,7.2,2.0,10.4,2.0,42.0,1.0
stud_2206,11.0,10.0,10.6,-3.8,4.8,1.2,-2.2,10.4,-4.0,7.4,-26.666666666666668,-1.6,2.0,-30.0,8.0
stud_2207,4.8,2.6,3.6,-9.4,6.0,-16.6,-2.0,-15.4,-9.2,-4.2,3.3333333333333335,5.0,-32.0,-68.0,13.0
stud_2208,-7.0,9.6,4.0,-9.8,-6.2,2.0,-1.4,-1.2,8.6,-3.2,11.666666666666666,1.0,-77.0,-20.0,-33.0
stud_2209,-0.6,1.8,-11.4,-5.2,4.0,-5.2,-0.8,3.0,2.4,2.8,4.666666666666667,-3.2,-7.0,74.0,69.0
stud_2210,3.2,11.2,-2.4,-2.6,-9.0,-0.6,11.6,9.0,-2.8,7.0,-6.333333333333333,13.4,-5.0,-8.0,59.0
stud_2211,6.6,2.4,3.0,0.6,3.4,4.0,-14.2,8.6,3.8,-4.8,-7.666666666666667,-4.0,-80.0,12.0,23.0
stud_2212,5.4,4.0,4.4,-0.8,6.0,5.8,-2.8,1.8,6.0,-11.6,2.3333333333333335,-3.8,-48.0,-40.0,56.0
stud_2213,-5.6,-6.6,-1.0,-18.4,-10.0,1.0,-1.8,-3.4,-1.4,7.6,3.0,12.6,-22.0,52.0,48.0
stud_2214,10.4,0.8,0.2,17.2,10.8,-5.2,4.0,1.6,-6.8,-8.8,5.666666666666667,-3.0,-87.0,4.0,79.0
stud_2215,0.8,7.4,-1.8,-15.6,-10.8,3.4,-14.8,10.2,-15.8,2.2,-4.0,-5.2,51.0,55.0,4.0
stud_2216,-5.6,-5.4,4.0,7.0,7.6,1.8,-2.2,-14.4,-6.0,1.0,-1.0,-2.2,73.0,23.0,72.0
stud_2217,15.0,-11.4,-3.2,-11.4,9.4,-8.4,-8.4,-16.6,-7.8,0.8,11.666666666666666,-12.0,-23.0,-48.0,35.0
stud_2218,-2.4,-10.2,4.8,9.2,7.2,-9.0,13.2,-6.6,-7.8,0.0,-14.0,-11.4,10.0,-35.0,52.0
stud_2219,-10.8,4.8,9.4,-12.4,2.4,-13.2,-4.6,-9.0,6.8,4.8,-24.333333333333332,-7.8,7.0,-65.0,-18.0
stud_2220,-1.2,6.8,-10.8,9.6,-16.4,-10.6,-14.2,-7.4,6.8,6.2,-6.666666666666667,-10.2,41.0,-31.0,-92.0
stud_2221,-8.8,9.0,5.8,-13.6,17.0,0.8,10.8,-16.6,-0.4,6.0,5.666666666666667,-1.8,68.0,23.0,35.0
stud_2222,-2.2,-7.8,1.0,14.6,-1.8,9.4,16.4,-3.6,-3.0,-4.8,-2.3333333333333335,-2.0,10.0,-19.0,6.0
stud_2223,-9.6,5.6,7.6,-1.8,0.6,-15.4,1.8,-1.4,-4.6,-13.8,3.6666666666666665,4.8,53.0,-8.0,-28.0
stud_2224,-10.2,-0.6,-3.2,-6.0,3.2,-1.4,3.8,-9.8,-9.8,15.6,-7.333333333333333,-5.0,56.0,41.0,9.0
stud_2225,9.2,-1.6,6.8,-11.0,-4.4,4.6,16.6,-0.8,0.6,-11.4,-18.666666666666668,-14.6,-45.0,-22.0,19.0
stud_2226,-6.4,6.4,-1.8,-7.2,-6.4,10.8,7.6,9.6,-3.8,10.2,-3.0,1.0,-30.0,71.0,-18.0
stud_2227,-5.2,8.4,9.0,0.4,-4.6,1.4,-3.2,-10.6,-1.4,-3.2,9.666666666666666,-16.2,-5.0,-14.0,5.0
stud_2228,9.6,3.8,-3.6,-3.4,-6.0,3.0,14.0,-0.8,-18.2,0.2,-3.0,-1.4,11.0,-5.0,36.0
stud_2229,-6.6,-11.0,1.8,-3.6,11.6,7.8,-16.0,7.2,-1.8,-6.4,-1.0,7.8,76.0,0.0,-39.0
stud_2230,0.4,11.8,-14.0,9.2,-9.2,0.6,0.2,-10.4,-0.6,-0.2,-12.333333333333334,-11.0,-4.0,-30.0,-64.0
stud_2231,5.2,-1.8,-1.4,3.2,-0.4,13.4,5.2,2.4,0.4,7.8,-15.0,-4.0,4.0,-43.0,-3.0
stud_2232,-19.2,-11.4,11.8,-1.0,-5.2,-9.0,-2.8,6.8,10.0,6.8,-5.666666666666667,0.4,56.0,-1.0,-12.0
stud_2233,-2.6,2.2,-1.4,0.0,-0.8,8.8,1.2,-4.6,17.0,12.8,2.6666666666666665,10.2,76.0,24.0,51.0
stud_2234,0.8,-6.4,13.4,3.6,-5.6,-4.4,-0.4,-1.8,-13.2,8.6,-12.333333333333334,7.6,-9.0,6.0,-16.0
stud_2235,8.2,2.8,1.6,-14.0,-6.4,17.6,12.0,-5.8,18.6,5.4,5.333333333333333,6.0,51.0,4.0,-5.0
stud_2236,-8.8,9.4,3.2,-4.0,11.8,11.4,-12.4,-12.6,-1.2,-7.4,-21.666666666666668,0.2,-32.0,10.0,-4.0
stud_2237,-4.6,3.6,1.0,-17.0,-4.0,-4.2,-0.8,-13.2,-1.4,-4.0,-17.666666666666668,7.6,15.0,-19.0,33.0
stud_2238,8.8,-16.4,-8.4,-5.4,-14.6,-12.4,-11.6,-0.8,-1.2,-2.0,17.0,4.4,32.0,-25.0,-81.0
stud_2239,0.2,-2.4,7.4,3.6,-5.4,-10.8,1.0,-9.2,0.6,6.8,-23.333333333333332,-3.6,-58.0,-35.0,14.0
stud_2240,-12.2,-11.0,16.2,-3.6,1.2,-4.0,11.4,-1.0,11.0,6.8,24.0,-11.8,14.0,51.0,57.0
stud_2241,-10.2,-8.2,2.0,-5.4,-6.4,5.0,-4.2,-7.6,-8.2,13.6,-2.3333333333333335,0.0,13.0,-31.0,10.0
stud_2242,5.0,3.4,-17.4,0.4,-2.0,-9.6,9.8,2.6,2.8,-17.8,-24.666666666666668,-8.8,-21.0,6.0,-64.0
stud_2243,-1.6,-14.8,-12.0,9.8,-5.0,10.6,9.6,-6.8,-2.8,10.8,12.666666666666666,-4.6,-36.0,-17.0,5.0
stud_2244,-2.6,2.0,-3.8,-1.4,4.0,12.8,0.2,0.8,7.0,-4.8,25.333333333333332,16.2,-21.0,-30.0,-4.0
stud_2245,4.4,-17.4,-13.4,3.6,-2.8,-11.2,-2.8,-15.4,-6.8,8.8,-6.0,-17.6,40.0,-21.0,26.0
stud_2246,13.8,6.0,-11.4,10.2,-12.8,-2.8,-2.6,8.4,5.8,-9.0,8.333333333333334,-0.8,-4.0,1.0,38.0
stud_2247,3.8,16.6,4.2,-4.2,-5.8,2.6,12.6,1.8,-13.0,5.4,9.0,3.6,27.0,17.0,-31.0
stud_2248,-10.2,3.4,-1.2,8.0,4.6,-14.2,-8.0,6.6,9.4,-11.8,24.333333333333332,8.6,6.0,-75.0,38.0
stud_2249,9.8,17.2,-11.0,17.6,12.2,5.2,-1.8,1.2,-2.2,-3.4,11.666666666666666,16.0,-9.0,63.0,5.0
stud_2250,7.6,-13.4,9.2,-1.0,11.6,-3.4,-6.8,0.4,3.0,-12.6,-25.0,-2.4,51.0,21.0,21.0
